ate_max,ate_median,ate_rmse,cross_exposure_pct,run,scale,variant,zero_obs_rate
6.719207518830052,4.191876403829685,4.1905452975139195,0.0,ae_0fps,1.026283943967282,incremental,0.02559576345984113
6.705076349755751,4.192774316142012,4.166851106317607,0.0,ae_0fps,1.0361313863529924,global_ba,0.02559576345984113
14.072381466392837,6.67837118067597,8.243885722340554,0.0,ae_10fps,1.5442228122969395,incremental,0.16521739130434782
15.667153617275602,6.419961338137982,8.275910365821002,0.0,ae_10fps,1.5602220614837428,global_ba,0.16521739130434782
30.637154316913538,12.579937061620056,16.456347795573695,49.932337671923825,b_0fps,0.3853090133574617,incremental,0.011627906976744186
32.0716453804484,12.47390772087,16.424801010605783,49.932337671923825,b_0fps,0.39106987585190334,global_ba,0.011627906976744186
9.583461470913736,1.537392339483637,2.5857460908660017,52.44444444444444,b_10fps,1.1759382976794674,incremental,0.058997050147492625
5.198651063560952,1.6406208687582609,2.330945859171181,52.44444444444444,b_10fps,1.1701597806579855,global_ba,0.058997050147492625
0.24963204681681606,0.027792942787195376,0.06241912676318,0.0,vachon_n1_0fps,1.0118919661349361,incremental,0.0
0.2527638127584071,0.030231708399169242,0.0665474602826362,0.0,vachon_n1_0fps,1.0113434007820834,global_ba,0.0
0.23428316638013122,0.08679214596103862,0.10083167965862393,0.0,vachon_n1_5fps,1.015740400952235,incremental,0.0
0.15377032152874834,0.06581066615324921,0.07496295824378138,0.0,vachon_n1_5fps,1.0065908856322467,global_ba,0.0
2.5954379051384073,0.11761344877521628,0.30643836692598975,51.959886636145626,vachon_n3_0fps,1.0436777732198865,incremental,0.009971509971509971
2.5977424903521986,0.11948482049286112,0.30390703458684337,51.959886636145626,vachon_n3_0fps,1.0453546813644772,global_ba,0.009971509971509971
0.2321237884560034,0.05124884868463357,0.07945547106855932,66.55117949763081,vachon_n3_0fps_equal,1.0127365353905209,incremental,0.0
0.2063491144897148,0.04192384670415916,0.06355266690909835,66.55117949763081,vachon_n3_0fps_equal,1.0075223787646033,global_ba,0.0
2.77663280857066,0.16768936795293787,0.41712105441104796,63.03220738413197,vachon_n3_5fps,0.9963730038676538,incremental,0.04712041884816754
1.48937375258847,0.12597876169340905,0.28084964758195785,63.03220738413197,vachon_n3_5fps,0.9777055317200111,global_ba,0.04712041884816754
0.5739857541418357,0.1601211527924809,0.2699212155686198,0.0,vachon_tunnel_n1_5fps,0.9739811305965967,incremental,0.0
0.7322841513052055,0.11065747567708577,0.2389159193892594,0.0,vachon_tunnel_n1_5fps,0.9776652741299542,global_ba,0.0
1.143320503611979,0.03603689834964024,0.31390542247022685,36.02001111728738,vachon_tunnel_n3_5fps,0.9271235129718041,incremental,0.25
4.261613257377111,0.07720201535556934,0.7381063492933925,36.02001111728738,vachon_tunnel_n3_5fps,0.9489568024075707,global_ba,0.25
